Text,Emotion
feel like go emotion angry,anger
ive much training grammar language reading something written like kind feel like im assaulted,sadness
feeling insulted everyone comparing sneha,anger
still wake every morning feeling blessed unable believe im lucky enough able call amazing family mine life,joy
feel leader country depict people country love god hope one thought way supportive like george w,love
feeling really horny afternoon one fulfill sexual desire bed creative thought help forgetting hand aahhh work like magic,love
know scone must food determined live frugal lifestyle without feeling deprived,sadness
giggle nervously feel threatened,fear
feel horrible helplessness make thing better feel like kill inside,sadness
taking picture house feel far messy post photo online ill clean bit post,sadness
feel hated loathed,sadness
picked feeling little apprehensive,fear
ive feeling numb,sadness
im feeling every bit spiteful vindictive bitch time,anger
got feeling look eye sincere,joy
feel assured mind one,joy
feel unfortunate dont soundtrack,sadness
believe feel nervous father reassures nothing nervous make nervous,fear
feel uptight day complete around feel right little nervs dream date thing pursue wedding always dream mine day min,fear
think would come fast would come suppose feel cranky today,anger
feeling im going stubborn,anger
feel lonely lost,sadness
would feel empty,sadness
start feel agitated lacking patience right cranky,anger
know easy twist thing create explanation im still sure one help feel little le mad,anger
feeling rich yup know blessed,joy
didnt tell didnt want feel afraid,fear
love medium coverage sometime feel put ugly picture,sadness
feel though little neglectful fellow blogger,sadness
sort hate glass make eye look small since huge eye going quite upset im hoping bigger frame make feel le paranoid,fear
cant believe moment feel useful im washing dish,joy
feel distressed music mind rewrite fma op,fear
im feeling quite lonely monday half term,sadness
feel really socially awkward dont like get meet new people thing group adventurous,sadness
admire athleticism feel like would entertained got watch severely shape people participate olympic event,joy
feel horrible feel horrible made worse fact havent gotten workout,sadness
would hate bit imagine secretary feeling irritable day eh,anger
feel im unhappy,sadness
feel like take time care flower wonderfully loyal hive,love
remember feeling amazed,surprise
know never see place would break heart thick layer moss encased thick shell muffling sharper feeling pleasant painful,joy
nameless mid bottom law school graduate find marginally attached awash sea overeducated underpaid indentured peer feel duped promise better life debt modern chemistry,joy
truly feel contribute blog world especially regard educating writer valuable,joy
feel like would clever get ton thing time,joy
know shes right feel energetic awake patient happy im running daily still feel little bad believe breast milk much better baby formula,joy
quickly trotted added feel embarrassed ask hoping would enter kind conversation,sadness
hated got drunk whole next day spent sleeping feeling groggy,sadness
love discussion class feel passionate feminist issue go write feel though faking,love
would want welcome home end feeling mommyhood threatened inability breastfeed baby,fear
feel agitated result pleasant opposite calm peaceful,anger
feel honored student come class,joy
often tell want attention especially feel horny want good sex hour,love
get anxious feeling feel xox soon itll real thing already need flawless,joy
feel rich blessed joyful,joy
horrible anxiety dream every night last week made feel really paranoid course reading conspiracy theory unsolved crime online didnt hugely help matter,fear
truly feel somehow enough hate get mad,anger
remember feeling uncertain young especially became teenager,fear
feel cant get far enough away feed melancholy long enough would wither die,sadness
want enter defiance coming different culture feel offended allowed,anger
feeling rebellious ate,anger
feel agitated restless edge quite often,anger
feel uncomfortable using word awesome idea actually,fear
im feeling rather pleased tonight,joy
feel like lead gentle kind,love
feel like actively hated every single second rather borne,anger
